auktion_id,auktionstype,auktionsnavn,auktionsdato,saeson,dag_tema,event_id,event_navn,katalogomkostning,max_lots
O00550,online,Onlineauktion uge 31 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-07-29,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00551,online,Onlineauktion uge 31 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-07-30,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00552,online,Onlineauktion uge 31 2024 – Smykker/Fashion/Ure,2024-07-31,,Smykker/Fashion/Ure,,,,
O00553,online,Onlineauktion uge 32 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-08-05,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00554,online,Onlineauktion uge 32 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-08-06,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00555,online,Onlineauktion uge 32 2024 – Smykker/Fashion/Ure,2024-08-07,,Smykker/Fashion/Ure,,,,
O00556,online,Onlineauktion uge 33 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-08-12,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00557,online,Onlineauktion uge 33 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-08-13,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00558,online,Onlineauktion uge 33 2024 – Smykker/Fashion/Ure,2024-08-14,,Smykker/Fashion/Ure,,,,
O00559,online,Onlineauktion uge 34 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-08-19,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00560,online,Onlineauktion uge 34 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-08-20,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00561,online,Onlineauktion uge 34 2024 – Smykker/Fashion/Ure,2024-08-21,,Smykker/Fashion/Ure,,,,
O00562,online,Onlineauktion uge 35 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-08-26,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00563,online,Onlineauktion uge 35 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-08-27,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00564,online,Onlineauktion uge 35 2024 – Smykker/Fashion/Ure,2024-08-28,,Smykker/Fashion/Ure,,,,
O00565,online,Onlineauktion uge 36 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-09-02,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00566,online,Onlineauktion uge 36 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-09-03,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00567,online,Onlineauktion uge 36 2024 – Smykker/Fashion/Ure,2024-09-04,,Smykker/Fashion/Ure,,,,
O00568,online,Onlineauktion uge 37 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-09-09,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00569,online,Onlineauktion uge 37 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-09-10,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00570,online,Onlineauktion uge 37 2024 – Smykker/Fashion/Ure,2024-09-11,,Smykker/Fashion/Ure,,,,
L00621,live,Efterårsauktion 2024 – Ældre Møbler/Ældre Kunst,2024-09-16,Efterår,Ældre Møbler/Ældre Kunst,E20243,Efterår 2024,140659,200
O00571,online,Onlineauktion uge 38 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-09-16,,Ældre Kunst/Ældre Møbler/Varia,,,,
L00622,live,Efterårsauktion 2024 – Varia/Moderne Design,2024-09-17,Efterår,Varia/Moderne Design,E20243,Efterår 2024,103069,200
O00572,online,Onlineauktion uge 38 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-09-17,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
L00623,live,Efterårsauktion 2024 – Moderne Møbler/Moderne Kunst,2024-09-18,Efterår,Moderne Møbler/Moderne Kunst,E20243,Efterår 2024,87306,200
O00573,online,Onlineauktion uge 38 2024 – Smykker/Fashion/Ure,2024-09-18,,Smykker/Fashion/Ure,,,,
L00624,live,Efterårsauktion 2024 – Smykker/Fashion/Ure,2024-09-19,Efterår,Smykker/Fashion/Ure,E20243,Efterår 2024,187949,200
O00574,online,Onlineauktion uge 39 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-09-23,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00575,online,Onlineauktion uge 39 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-09-24,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00576,online,Onlineauktion uge 39 2024 – Smykker/Fashion/Ure,2024-09-25,,Smykker/Fashion/Ure,,,,
O00577,online,Onlineauktion uge 40 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-09-30,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00578,online,Onlineauktion uge 40 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-10-01,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00579,online,Onlineauktion uge 40 2024 – Smykker/Fashion/Ure,2024-10-02,,Smykker/Fashion/Ure,,,,
O00580,online,Onlineauktion uge 41 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-10-07,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00581,online,Onlineauktion uge 41 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-10-08,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00582,online,Onlineauktion uge 41 2024 – Smykker/Fashion/Ure,2024-10-09,,Smykker/Fashion/Ure,,,,
O00583,online,Onlineauktion uge 42 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-10-14,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00584,online,Onlineauktion uge 42 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-10-15,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00585,online,Onlineauktion uge 42 2024 – Smykker/Fashion/Ure,2024-10-16,,Smykker/Fashion/Ure,,,,
O00586,online,Onlineauktion uge 43 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-10-21,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00587,online,Onlineauktion uge 43 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-10-22,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00588,online,Onlineauktion uge 43 2024 – Smykker/Fashion/Ure,2024-10-23,,Smykker/Fashion/Ure,,,,
O00589,online,Onlineauktion uge 44 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-10-28,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00590,online,Onlineauktion uge 44 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-10-29,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00591,online,Onlineauktion uge 44 2024 – Smykker/Fashion/Ure,2024-10-30,,Smykker/Fashion/Ure,,,,
O00592,online,Onlineauktion uge 45 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-11-04,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00593,online,Onlineauktion uge 45 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-11-05,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00594,online,Onlineauktion uge 45 2024 – Smykker/Fashion/Ure,2024-11-06,,Smykker/Fashion/Ure,,,,
O00595,online,Onlineauktion uge 46 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-11-11,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00596,online,Onlineauktion uge 46 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-11-12,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00597,online,Onlineauktion uge 46 2024 – Smykker/Fashion/Ure,2024-11-13,,Smykker/Fashion/Ure,,,,
O00598,online,Onlineauktion uge 47 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-11-18,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00599,online,Onlineauktion uge 47 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-11-19,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00600,online,Onlineauktion uge 47 2024 – Smykker/Fashion/Ure,2024-11-20,,Smykker/Fashion/Ure,,,,
L00625,live,Vintersauktion 2024 – Ældre Møbler/Ældre Kunst,2024-11-25,Vinter,Ældre Møbler/Ældre Kunst,E20244,Vinter 2024,129056,200
O00601,online,Onlineauktion uge 48 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-11-25,,Ældre Kunst/Ældre Møbler/Varia,,,,
L00626,live,Vintersauktion 2024 – Varia/Moderne Design,2024-11-26,Vinter,Varia/Moderne Design,E20244,Vinter 2024,100515,200
O00602,online,Onlineauktion uge 48 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-11-26,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
L00627,live,Vintersauktion 2024 – Moderne Møbler/Moderne Kunst,2024-11-27,Vinter,Moderne Møbler/Moderne Kunst,E20244,Vinter 2024,70733,200
O00603,online,Onlineauktion uge 48 2024 – Smykker/Fashion/Ure,2024-11-27,,Smykker/Fashion/Ure,,,,
L00628,live,Vintersauktion 2024 – Smykker/Fashion/Ure,2024-11-28,Vinter,Smykker/Fashion/Ure,E20244,Vinter 2024,161321,200
O00604,online,Onlineauktion uge 49 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-12-02,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00605,online,Onlineauktion uge 49 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-12-03,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00606,online,Onlineauktion uge 49 2024 – Smykker/Fashion/Ure,2024-12-04,,Smykker/Fashion/Ure,,,,
O00607,online,Onlineauktion uge 50 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-12-09,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00608,online,Onlineauktion uge 50 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-12-10,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00609,online,Onlineauktion uge 50 2024 – Smykker/Fashion/Ure,2024-12-11,,Smykker/Fashion/Ure,,,,
O00610,online,Onlineauktion uge 51 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-12-16,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00611,online,Onlineauktion uge 51 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-12-17,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00612,online,Onlineauktion uge 51 2024 – Smykker/Fashion/Ure,2024-12-18,,Smykker/Fashion/Ure,,,,
O00629,online,Onlineauktion uge 2 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-01-06,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00630,online,Onlineauktion uge 2 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-01-07,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00631,online,Onlineauktion uge 2 2025 – Smykker/Fashion/Ure,2025-01-08,,Smykker/Fashion/Ure,,,,
O00632,online,Onlineauktion uge 3 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-01-13,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00633,online,Onlineauktion uge 3 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-01-14,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00634,online,Onlineauktion uge 3 2025 – Smykker/Fashion/Ure,2025-01-15,,Smykker/Fashion/Ure,,,,
O00635,online,Onlineauktion uge 4 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-01-20,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00636,online,Onlineauktion uge 4 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-01-21,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00637,online,Onlineauktion uge 4 2025 – Smykker/Fashion/Ure,2025-01-22,,Smykker/Fashion/Ure,,,,
O00638,online,Onlineauktion uge 5 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-01-27,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00639,online,Onlineauktion uge 5 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-01-28,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00640,online,Onlineauktion uge 5 2025 – Smykker/Fashion/Ure,2025-01-29,,Smykker/Fashion/Ure,,,,
O00641,online,Onlineauktion uge 6 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-02-03,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00642,online,Onlineauktion uge 6 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-02-04,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00643,online,Onlineauktion uge 6 2025 – Smykker/Fashion/Ure,2025-02-05,,Smykker/Fashion/Ure,,,,
O00644,online,Onlineauktion uge 7 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-02-10,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00645,online,Onlineauktion uge 7 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-02-11,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00646,online,Onlineauktion uge 7 2025 – Smykker/Fashion/Ure,2025-02-12,,Smykker/Fashion/Ure,,,,
O00647,online,Onlineauktion uge 8 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-02-17,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00648,online,Onlineauktion uge 8 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-02-18,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00649,online,Onlineauktion uge 8 2025 – Smykker/Fashion/Ure,2025-02-19,,Smykker/Fashion/Ure,,,,
O00650,online,Onlineauktion uge 9 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-02-24,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00651,online,Onlineauktion uge 9 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-02-25,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00652,online,Onlineauktion uge 9 2025 – Smykker/Fashion/Ure,2025-02-26,,Smykker/Fashion/Ure,,,,
O00653,online,Onlineauktion uge 10 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-03-03,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00654,online,Onlineauktion uge 10 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-03-04,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00655,online,Onlineauktion uge 10 2025 – Smykker/Fashion/Ure,2025-03-05,,Smykker/Fashion/Ure,,,,
L00770,live,Forårsauktion 2025 – Ældre Møbler/Ældre Kunst,2025-03-10,Forår,Ældre Møbler/Ældre Kunst,E20251,Forår 2025,104548,200
O00656,online,Onlineauktion uge 11 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-03-10,,Ældre Kunst/Ældre Møbler/Varia,,,,
L00771,live,Forårsauktion 2025 – Varia/Moderne Design,2025-03-11,Forår,Varia/Moderne Design,E20251,Forår 2025,101347,200
O00657,online,Onlineauktion uge 11 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-03-11,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
L00772,live,Forårsauktion 2025 – Moderne Møbler/Moderne Kunst,2025-03-12,Forår,Moderne Møbler/Moderne Kunst,E20251,Forår 2025,80011,200
O00658,online,Onlineauktion uge 11 2025 – Smykker/Fashion/Ure,2025-03-12,,Smykker/Fashion/Ure,,,,
L00773,live,Forårsauktion 2025 – Smykker/Fashion/Ure,2025-03-13,Forår,Smykker/Fashion/Ure,E20251,Forår 2025,177091,200
O00659,online,Onlineauktion uge 12 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-03-17,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00660,online,Onlineauktion uge 12 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-03-18,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00661,online,Onlineauktion uge 12 2025 – Smykker/Fashion/Ure,2025-03-19,,Smykker/Fashion/Ure,,,,
O00662,online,Onlineauktion uge 13 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-03-24,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00663,online,Onlineauktion uge 13 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-03-25,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00664,online,Onlineauktion uge 13 2025 – Smykker/Fashion/Ure,2025-03-26,,Smykker/Fashion/Ure,,,,
O00665,online,Onlineauktion uge 14 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-03-31,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00666,online,Onlineauktion uge 14 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-04-01,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00667,online,Onlineauktion uge 14 2025 – Smykker/Fashion/Ure,2025-04-02,,Smykker/Fashion/Ure,,,,
O00668,online,Onlineauktion uge 15 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-04-07,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00669,online,Onlineauktion uge 15 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-04-08,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00670,online,Onlineauktion uge 15 2025 – Smykker/Fashion/Ure,2025-04-09,,Smykker/Fashion/Ure,,,,
O00671,online,Onlineauktion uge 16 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-04-14,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00672,online,Onlineauktion uge 16 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-04-15,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00673,online,Onlineauktion uge 16 2025 – Smykker/Fashion/Ure,2025-04-16,,Smykker/Fashion/Ure,,,,
O00674,online,Onlineauktion uge 17 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-04-21,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00675,online,Onlineauktion uge 17 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-04-22,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00676,online,Onlineauktion uge 17 2025 – Smykker/Fashion/Ure,2025-04-23,,Smykker/Fashion/Ure,,,,
O00677,online,Onlineauktion uge 18 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-04-28,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00678,online,Onlineauktion uge 18 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-04-29,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00679,online,Onlineauktion uge 18 2025 – Smykker/Fashion/Ure,2025-04-30,,Smykker/Fashion/Ure,,,,
O00680,online,Onlineauktion uge 19 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-05-05,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00681,online,Onlineauktion uge 19 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-05-06,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00682,online,Onlineauktion uge 19 2025 – Smykker/Fashion/Ure,2025-05-07,,Smykker/Fashion/Ure,,,,
O00683,online,Onlineauktion uge 20 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-05-12,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00684,online,Onlineauktion uge 20 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-05-13,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00685,online,Onlineauktion uge 20 2025 – Smykker/Fashion/Ure,2025-05-14,,Smykker/Fashion/Ure,,,,
O00686,online,Onlineauktion uge 21 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-05-19,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00687,online,Onlineauktion uge 21 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-05-20,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00688,online,Onlineauktion uge 21 2025 – Smykker/Fashion/Ure,2025-05-21,,Smykker/Fashion/Ure,,,,
O00689,online,Onlineauktion uge 22 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-05-26,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00690,online,Onlineauktion uge 22 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-05-27,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00691,online,Onlineauktion uge 22 2025 – Smykker/Fashion/Ure,2025-05-28,,Smykker/Fashion/Ure,,,,
L00774,live,Sommersauktion 2025 – Ældre Møbler/Ældre Kunst,2025-06-02,Sommer,Ældre Møbler/Ældre Kunst,E20252,Sommer 2025,132325,200
O00692,online,Onlineauktion uge 23 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-06-02,,Ældre Kunst/Ældre Møbler/Varia,,,,
L00775,live,Sommersauktion 2025 – Varia/Moderne Design,2025-06-03,Sommer,Varia/Moderne Design,E20252,Sommer 2025,103970,200
O00693,online,Onlineauktion uge 23 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-06-03,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
L00776,live,Sommersauktion 2025 – Moderne Møbler/Moderne Kunst,2025-06-04,Sommer,Moderne Møbler/Moderne Kunst,E20252,Sommer 2025,82366,200
O00694,online,Onlineauktion uge 23 2025 – Smykker/Fashion/Ure,2025-06-04,,Smykker/Fashion/Ure,,,,
L00777,live,Sommersauktion 2025 – Smykker/Fashion/Ure,2025-06-05,Sommer,Smykker/Fashion/Ure,E20252,Sommer 2025,201189,200
O00695,online,Onlineauktion uge 24 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-06-09,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00696,online,Onlineauktion uge 24 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-06-10,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00697,online,Onlineauktion uge 24 2025 – Smykker/Fashion/Ure,2025-06-11,,Smykker/Fashion/Ure,,,,
O00698,online,Onlineauktion uge 25 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-06-16,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00699,online,Onlineauktion uge 25 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-06-17,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00700,online,Onlineauktion uge 25 2025 – Smykker/Fashion/Ure,2025-06-18,,Smykker/Fashion/Ure,,,,
O00701,online,Onlineauktion uge 26 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-06-23,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00702,online,Onlineauktion uge 26 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-06-24,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00703,online,Onlineauktion uge 26 2025 – Smykker/Fashion/Ure,2025-06-25,,Smykker/Fashion/Ure,,,,
O00704,online,Onlineauktion uge 27 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-06-30,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00705,online,Onlineauktion uge 27 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-07-01,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00706,online,Onlineauktion uge 27 2025 – Smykker/Fashion/Ure,2025-07-02,,Smykker/Fashion/Ure,,,,
O00707,online,Onlineauktion uge 31 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-07-28,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00708,online,Onlineauktion uge 31 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-07-29,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00709,online,Onlineauktion uge 31 2025 – Smykker/Fashion/Ure,2025-07-30,,Smykker/Fashion/Ure,,,,
O00710,online,Onlineauktion uge 32 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-08-04,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00711,online,Onlineauktion uge 32 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-08-05,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00712,online,Onlineauktion uge 32 2025 – Smykker/Fashion/Ure,2025-08-06,,Smykker/Fashion/Ure,,,,
O00713,online,Onlineauktion uge 33 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-08-11,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00714,online,Onlineauktion uge 33 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-08-12,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00715,online,Onlineauktion uge 33 2025 – Smykker/Fashion/Ure,2025-08-13,,Smykker/Fashion/Ure,,,,
O00716,online,Onlineauktion uge 34 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-08-18,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00717,online,Onlineauktion uge 34 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-08-19,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00718,online,Onlineauktion uge 34 2025 – Smykker/Fashion/Ure,2025-08-20,,Smykker/Fashion/Ure,,,,
O00719,online,Onlineauktion uge 35 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-08-25,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00720,online,Onlineauktion uge 35 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-08-26,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00721,online,Onlineauktion uge 35 2025 – Smykker/Fashion/Ure,2025-08-27,,Smykker/Fashion/Ure,,,,
O00722,online,Onlineauktion uge 36 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-09-01,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00723,online,Onlineauktion uge 36 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-09-02,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00724,online,Onlineauktion uge 36 2025 – Smykker/Fashion/Ure,2025-09-03,,Smykker/Fashion/Ure,,,,
O00725,online,Onlineauktion uge 37 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-09-08,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00726,online,Onlineauktion uge 37 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-09-09,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00727,online,Onlineauktion uge 37 2025 – Smykker/Fashion/Ure,2025-09-10,,Smykker/Fashion/Ure,,,,
L00778,live,Efterårsauktion 2025 – Ældre Møbler/Ældre Kunst,2025-09-15,Efterår,Ældre Møbler/Ældre Kunst,E20253,Efterår 2025,116169,200
O00728,online,Onlineauktion uge 38 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-09-15,,Ældre Kunst/Ældre Møbler/Varia,,,,
L00779,live,Efterårsauktion 2025 – Varia/Moderne Design,2025-09-16,Efterår,Varia/Moderne Design,E20253,Efterår 2025,113869,200
O00729,online,Onlineauktion uge 38 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-09-16,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
L00780,live,Efterårsauktion 2025 – Moderne Møbler/Moderne Kunst,2025-09-17,Efterår,Moderne Møbler/Moderne Kunst,E20253,Efterår 2025,86264,200
O00730,online,Onlineauktion uge 38 2025 – Smykker/Fashion/Ure,2025-09-17,,Smykker/Fashion/Ure,,,,
L00781,live,Efterårsauktion 2025 – Smykker/Fashion/Ure,2025-09-18,Efterår,Smykker/Fashion/Ure,E20253,Efterår 2025,178280,200
